locus_id	type	family	superfamily	chrom	start	end	strand	ltr_5_start	ltr_5_end	ltr_3_start	ltr_3_end	int_start	int_end	n_tools	edta	look4ltrs	soloLTRseeker
at_Copia_i0035	intact_LTR_RT	Copia	Copia	2	5852422	5857428	+	5852422	5852578	5857272	5857428	5852579	5857271	2	1	0	1
at_Gypsy_i0023	intact_LTR_RT	Gypsy	Gypsy	2	5984986	5996552	+	5984986	5986887	5994708	5996552	5986888	5994707	2	1	0	1
at_2:6113207..6124745_i0001	intact_LTR_RT	2:6113207..6124745	Gypsy	2	6113207	6124745	+	6113207	6113709	6124243	6124745	6113710	6124242	2	1	0	1
at_Copia_i0036	intact_LTR_RT	Copia	Copia	2	6422230	6427295	-	6422230	6422612	6426913	6427295	6422613	6426912	2	1	0	1
at_Copia_i0037	intact_LTR_RT	Copia	Copia	2	6819006	6823730	+	6819006	6819278	6823459	6823730	6819279	6823458	2	1	0	1
at_Copia_i0038	intact_LTR_RT	Copia	Copia	2	7448762	7454289	-	7448762	7448931	7454120	7454289	7448932	7454119	2	1	0	1
at_Copia_i0039	intact_LTR_RT	Copia	Copia	2	7598600	7602611	-	7598600	7598964	7602247	7602611	7598965	7602246	2	1	0	1
at_Copia_i0040	intact_LTR_RT	Copia	Copia	2	9121958	9125818	+	9121958	9122479	9125297	9125818	9122480	9125296	2	1	0	1
at_Copia_i0041	intact_LTR_RT	Copia	Copia	2	9187492	9195279	-	9187492	9188215	9194556	9195279	9188216	9194555	2	1	0	1
at_Copia_i0042	intact_LTR_RT	Copia	Copia	2	12539441	12541817	-	12539441	12539780	12541478	12541817	12539781	12541477	2	1	0	1
at_Gypsy_i0024	intact_LTR_RT	Gypsy	Gypsy	3	3807306	3812643	-	3807306	3807689	3812260	3812643	3807690	3812259	2	1	0	1
at_Gypsy_i0025	intact_LTR_RT	Gypsy	Gypsy	3	8537353	8543559	+	8537353	8538176	8542736	8543559	8538177	8542735	2	1	0	1
at_Copia_i0043	intact_LTR_RT	Copia	Copia	3	9226633	9231377	+	9226633	9226922	9231088	9231377	9226923	9231087	2	1	0	1
at_Copia_i0044	intact_LTR_RT	Copia	Copia	3	11016111	11020804	+	11016111	11016228	11020687	11020804	11016229	11020686	2	1	0	1
at_Copia_i0045	intact_LTR_RT	Copia	Copia	3	11122707	11127674	-	11122707	11122845	11127536	11127674	11122846	11127535	2	1	0	1
at_Copia_i0046	intact_LTR_RT	Copia	Copia	3	11335553	11341895	+	11335553	11335888	11341560	11341895	11335889	11341559	2	1	0	1
at_Gypsy_i0026	intact_LTR_RT	Gypsy	Gypsy	3	11578845	11586481	+	11578845	11579094	11586219	11586481	11579095	11586218	2	1	0	1
at_Copia_i0047	intact_LTR_RT	Copia	Copia	3	11652697	11657743	+	11652697	11652950	11657490	11657743	11652951	11657489	2	1	0	1
at_Copia_i0048	intact_LTR_RT	Copia	Copia	3	11664969	11669787	+	11664969	11665342	11669414	11669787	11665343	11669413	2	1	0	1
at_Copia_i0049	intact_LTR_RT	Copia	Copia	3	11697283	11702262	+	11697283	11697455	11702090	11702262	11697456	11702089	2	1	0	1
at_Gypsy_i0027	intact_LTR_RT	Gypsy	Gypsy	3	12211822	12225829	-	12211822	12213595	12224084	12225829	12213596	12224083	2	1	0	1
at_Gypsy_i0028	intact_LTR_RT	Gypsy	Gypsy	3	12243854	12255282	-	12243854	12245603	12253533	12255282	12245604	12253532	2	1	0	1
at_Gypsy_i0029	intact_LTR_RT	Gypsy	Gypsy	3	12478085	12486325	+	12478085	12479242	12485171	12486325	12479243	12485170	2	1	0	1
at_Gypsy_i0030	intact_LTR_RT	Gypsy	Gypsy	3	12549509	12555918	-	12549509	12550407	12555024	12555918	12550408	12555023	2	1	0	1
at_Gypsy_i0031	intact_LTR_RT	Gypsy	Gypsy	3	12853595	12861862	+	12853595	12854749	12860709	12861862	12854750	12860708	2	1	0	1
at_3:12913470..12917700_i0001	intact_LTR_RT	3:12913470..12917700	unknown	3	12913470	12917700	+	12913470	12915214	12915953	12917700	12915215	12915952	2	1	0	1
at_unknown_i0009	intact_LTR_RT	unknown	unknown	3	13186250	13194564	+	13186250	13187867	13192938	13194564	13187868	13192937	2	1	0	1
at_Gypsy_i0032	intact_LTR_RT	Gypsy	Gypsy	3	13240356	13252197	+	13240356	13241158	13251395	13252197	13241159	13251394	2	1	0	1
at_Copia_i0050	intact_LTR_RT	Copia	Copia	3	13369174	13374107	+	13369174	13369613	13373667	13374107	13369614	13373666	2	1	0	1
at_Gypsy_i0033	intact_LTR_RT	Gypsy	Gypsy	3	13429766	13436148	+	13429766	13430608	13435323	13436148	13430609	13435322	2	1	0	1
at_Copia_i0051	intact_LTR_RT	Copia	Copia	3	13561769	13568405	-	13561769	13562356	13567817	13568405	13562357	13567816	2	1	0	1
at_Gypsy_i0034	intact_LTR_RT	Gypsy	Gypsy	3	13674752	13680457	+	13674752	13675158	13680059	13680457	13675159	13680058	2	1	0	1
at_unknown_i0010	intact_LTR_RT	unknown	unknown	3	14067618	14072003	+	14067618	14068811	14070815	14072003	14068812	14070814	2	1	0	1
at_Gypsy_i0035	intact_LTR_RT	Gypsy	Gypsy	3	14073146	14081963	-	14073146	14074776	14080335	14081963	14074777	14080334	2	1	0	1
at_Copia_i0052	intact_LTR_RT	Copia	Copia	3	14616108	14623209	+	14616108	14616832	14622485	14623209	14616833	14622484	2	1	0	1
at_Copia_i0053	intact_LTR_RT	Copia	Copia	3	14671141	14675856	+	14671141	14671429	14675568	14675856	14671430	14675567	2	1	0	1
at_Gypsy_i0036	intact_LTR_RT	Gypsy	Gypsy	3	14729395	14734605	-	14729395	14729774	14734226	14734605	14729775	14734225	2	1	0	1
at_3:14776938..14780430_i0001	intact_LTR_RT	3:14776938..14780430	unknown	3	14776938	14780430	+	14776938	14777193	14780175	14780430	14777194	14780174	2	1	0	1
at_Copia_i0054	intact_LTR_RT	Copia	Copia	3	15377102	15382206	+	15377102	15377501	15381805	15382206	15377502	15381804	2	1	0	1
at_Copia_i0055	intact_LTR_RT	Copia	Copia	3	15540532	15549243	+	15540532	15541101	15548681	15549243	15541102	15548680	2	1	0	1
at_Copia_i0056	intact_LTR_RT	Copia	Copia	3	15591669	15600821	+	15591669	15592177	15600314	15600821	15592178	15600313	2	1	0	1
at_Copia_i0057	intact_LTR_RT	Copia	Copia	3	15621873	15626854	+	15621873	15622035	15626692	15626854	15622036	15626691	2	1	0	1
at_Gypsy_i0037	intact_LTR_RT	Gypsy	Gypsy	3	15711476	15722693	-	15711476	15713229	15720936	15722693	15713230	15720935	2	1	0	1
at_Copia_i0058	intact_LTR_RT	Copia	Copia	3	15768787	15773747	-	15768787	15768947	15773587	15773747	15768948	15773586	2	1	0	1
at_unknown_i0011	intact_LTR_RT	unknown	unknown	3	15814611	15818285	+	15814611	15814772	15818124	15818285	15814773	15818123	2	1	0	1
at_3:16691859..16697596_i0001	intact_LTR_RT	3:16691859..16697596	Copia	3	16691859	16697596	-	16691859	16692592	16696863	16697596	16692593	16696862	2	1	0	1
at_Copia_i0059	intact_LTR_RT	Copia	Copia	3	16809187	16814152	-	16809187	16809418	16813921	16814152	16809419	16813920	2	1	0	1
at_3:16957465..16962731_i0001	intact_LTR_RT	3:16957465..16962731	Copia	3	16957465	16962731	-	16957465	16957957	16962238	16962731	16957958	16962237	2	1	0	1
at_unknown_i0012	intact_LTR_RT	unknown	unknown	3	18734248	18739392	+	18734248	18734409	18739231	18739392	18734410	18739230	2	1	0	1
at_Copia_i0060	intact_LTR_RT	Copia	Copia	3	18791152	18796088	+	18791152	18791504	18795736	18796088	18791505	18795735	2	1	0	1
at_Copia_i0061	intact_LTR_RT	Copia	Copia	3	22059535	22064329	+	22059535	22059974	22063890	22064329	22059975	22063889	2	1	0	1
at_Copia_i0062	intact_LTR_RT	Copia	Copia	3	22232175	22236802	+	22232175	22232416	22236561	22236802	22232417	22236560	2	1	0	1
at_unknown_i0013	intact_LTR_RT	unknown	unknown	3	22237229	22242465	+	22237229	22238121	22241573	22242465	22238122	22241572	2	1	0	1
at_Copia_i0063	intact_LTR_RT	Copia	Copia	3	22695566	22700521	-	22695566	22696005	22700082	22700521	22696006	22700081	2	1	0	1
at_Copia_i0064	intact_LTR_RT	Copia	Copia	3	23100313	23104852	-	23100313	23100528	23104638	23104852	23100529	23104637	2	1	0	1
at_Copia_i0065	intact_LTR_RT	Copia	Copia	4	1312401	1317218	-	1312401	1312557	1317062	1317218	1312558	1317061	2	1	0	1
at_Copia_i0066	intact_LTR_RT	Copia	Copia	4	1565685	1567403	+	1565685	1565888	1567200	1567403	1565889	1567199	2	1	0	1
at_Gypsy_i0038	intact_LTR_RT	Gypsy	Gypsy	4	1669366	1680247	-	1669366	1670163	1679445	1680247	1670164	1679444	2	1	0	1
at_Copia_i0067	intact_LTR_RT	Copia	Copia	4	1749270	1755807	+	1749270	1749855	1755222	1755807	1749856	1755221	2	1	0	1
at_Gypsy_i0039	intact_LTR_RT	Gypsy	Gypsy	4	1943797	1955321	+	1943797	1944303	1954810	1955321	1944304	1954809	2	1	0	1
at_Gypsy_i0040	intact_LTR_RT	Gypsy	Gypsy	4	2001189	2010967	+	2001189	2001992	2010160	2010967	2001993	2010159	2	1	0	1
at_Gypsy_i0041	intact_LTR_RT	Gypsy	Gypsy	4	2090158	2094315	+	2090158	2090970	2093490	2094315	2090971	2093489	2	1	0	1
at_Copia_i0068	intact_LTR_RT	Copia	Copia	4	2188979	2194314	+	2188979	2189368	2193925	2194314	2189369	2193924	2	1	0	1
at_Copia_i0069	intact_LTR_RT	Copia	Copia	4	2198165	2203993	-	2198165	2198714	2203444	2203993	2198715	2203443	2	1	0	1
at_unknown_i0014	intact_LTR_RT	unknown	unknown	4	2730142	2733130	+	2730142	2730945	2732327	2733130	2730946	2732326	2	1	0	1
at_4:2989844..2994783_i0001	intact_LTR_RT	4:2989844..2994783	unknown	4	2989844	2994783	+	2989844	2990400	2994227	2994783	2990401	2994226	2	1	0	1
at_Gypsy_i0042	intact_LTR_RT	Gypsy	Gypsy	4	3173302	3183106	-	3173302	3173920	3182486	3183106	3173921	3182485	2	1	0	1
at_Gypsy_i0043	intact_LTR_RT	Gypsy	Gypsy	4	3344833	3354744	-	3344833	3346558	3352991	3354744	3346559	3352990	2	1	0	1
at_Copia_i0070	intact_LTR_RT	Copia	Copia	4	3907466	3915199	+	3907466	3908074	3914591	3915199	3908075	3914590	2	1	0	1
at_Gypsy_i0044	intact_LTR_RT	Gypsy	Gypsy	4	3929252	3935831	-	3929252	3930445	3934640	3935831	3930446	3934639	2	1	0	1
at_Gypsy_i0045	intact_LTR_RT	Gypsy	Gypsy	4	3987766	3997961	-	3987766	3989318	3996409	3997961	3989319	3996408	2	1	0	1
at_Gypsy_i0046	intact_LTR_RT	Gypsy	Gypsy	4	4133384	4142040	+	4133384	4134515	4140894	4142040	4134516	4140893	2	1	0	1
at_Gypsy_i0047	intact_LTR_RT	Gypsy	Gypsy	4	4239123	4249773	+	4239123	4240749	4248144	4249773	4240750	4248143	2	1	0	1
at_4:4502301..4514086_i0001	intact_LTR_RT	4:4502301..4514086	Gypsy	4	4502301	4514086	-	4502301	4502803	4513611	4514086	4502804	4513610	2	1	0	1
at_Gypsy_i0048	intact_LTR_RT	Gypsy	Gypsy	4	4677142	4684195	-	4677142	4678300	4683036	4684195	4678301	4683035	2	1	0	1
at_Gypsy_i0049	intact_LTR_RT	Gypsy	Gypsy	4	5063538	5074228	-	5063538	5064054	5073713	5074228	5064055	5073712	2	1	0	1
at_Gypsy_i0050	intact_LTR_RT	Gypsy	Gypsy	4	5127101	5135152	-	5127101	5128257	5133997	5135152	5128258	5133996	2	1	0	1
at_Copia_i0071	intact_LTR_RT	Copia	Copia	4	5303774	5309049	-	5303774	5304198	5308623	5309049	5304199	5308622	2	1	0	1
at_Copia_i0072	intact_LTR_RT	Copia	Copia	4	5822426	5827300	+	5822426	5822560	5827166	5827300	5822561	5827165	2	1	0	1
at_Copia_i0073	intact_LTR_RT	Copia	Copia	4	5905482	5916987	-	5905482	5905862	5916607	5916987	5905863	5916606	2	1	0	1
at_Copia_i0074	intact_LTR_RT	Copia	Copia	4	6467413	6473067	+	6467413	6468099	6472378	6473067	6468100	6472377	2	1	0	1
at_Copia_i0075	intact_LTR_RT	Copia	Copia	4	6588726	6593808	+	6588726	6589098	6593436	6593808	6589099	6593435	2	1	0	1
at_Copia_i0076	intact_LTR_RT	Copia	Copia	4	6723347	6728790	+	6723347	6723551	6728586	6728790	6723552	6728585	2	1	0	1
at_Copia_i0077	intact_LTR_RT	Copia	Copia	4	6914662	6919598	-	6914662	6914877	6919383	6919598	6914878	6919382	2	1	0	1
at_4:6992609..6994363_i0001	intact_LTR_RT	4:6992609..6994363	unknown	4	6992609	6994363	+	6992609	6992865	6994107	6994363	6992866	6994106	2	1	0	1
at_unknown_i0015	intact_LTR_RT	unknown	unknown	4	7359462	7364591	+	7359462	7359623	7364430	7364591	7359624	7364429	2	1	0	1
at_unknown_i0016	intact_LTR_RT	unknown	unknown	4	7816826	7821792	+	7816826	7816987	7821631	7821792	7816988	7821630	2	1	0	1
at_4:8620192..8623023_i0001	intact_LTR_RT	4:8620192..8623023	unknown	4	8620192	8623023	+	8620192	8620544	8622671	8623023	8620545	8622670	2	1	0	1
at_unknown_i0017	intact_LTR_RT	unknown	unknown	4	9908996	9914046	+	9908996	9909157	9913886	9914046	9909158	9913885	2	1	0	1
at_unknown_i0018	intact_LTR_RT	unknown	unknown	4	10899527	10904692	+	10899527	10899689	10904531	10904692	10899690	10904530	2	1	0	1
at_Copia_i0078	intact_LTR_RT	Copia	Copia	4	10992996	10998058	+	10992996	10993377	10997677	10998058	10993378	10997676	2	1	0	1
at_Copia_i0079	intact_LTR_RT	Copia	Copia	4	11363556	11368653	-	11363556	11364025	11368181	11368653	11364026	11368180	2	1	0	1
at_Copia_i0080	intact_LTR_RT	Copia	Copia	4	11676468	11681340	-	11676468	11676652	11681156	11681340	11676653	11681155	2	1	0	1
at_Gypsy_i0051	intact_LTR_RT	Gypsy	Gypsy	4	11820160	11825725	-	11820160	11820550	11825335	11825725	11820551	11825334	2	1	0	1
at_Copia_i0081	intact_LTR_RT	Copia	Copia	4	14258825	14263830	+	14258825	14259197	14263458	14263830	14259198	14263457	2	1	0	1
at_Gypsy_i0052	intact_LTR_RT	Gypsy	Gypsy	4	15559246	15562581	-	15559246	15559723	15562104	15562581	15559724	15562103	2	1	0	1
at_Copia_i0082	intact_LTR_RT	Copia	Copia	5	64772	71199	-	64772	65108	70863	71199	65109	70862	2	1	0	1
at_Copia_i0083	intact_LTR_RT	Copia	Copia	5	2441254	2443637	+	2441254	2441373	2443518	2443637	2441374	2443517	2	1	0	1
at_Copia_i0084	intact_LTR_RT	Copia	Copia	5	4208083	4213084	-	4208083	4208545	4212622	4213084	4208546	4212621	2	1	0	1
at_Copia_i0085	intact_LTR_RT	Copia	Copia	5	8624509	8629381	-	8624509	8624691	8629199	8629381	8624692	8629198	2	1	0	1
at_Copia_i0086	intact_LTR_RT	Copia	Copia	5	8927997	8934328	+	8927997	8928333	8933992	8934328	8928334	8933991	2	1	0	1
at_Gypsy_i0053	intact_LTR_RT	Gypsy	Gypsy	5	9211109	9218667	-	9211109	9212527	9217282	9218667	9212528	9217281	2	1	0	1
at_Copia_i0087	intact_LTR_RT	Copia	Copia	5	9272140	9274532	-	9272140	9272479	9274193	9274532	9272480	9274192	2	1	0	1
at_unknown_i0019	intact_LTR_RT	unknown	unknown	5	9381704	9386621	+	9381704	9381865	9386460	9386621	9381866	9386459	2	1	0	1
at_Gypsy_i0054	intact_LTR_RT	Gypsy	Gypsy	5	10308307	10314018	-	10308307	10308712	10313613	10314018	10308713	10313612	2	1	0	1
at_unknown_i0020	intact_LTR_RT	unknown	unknown	5	10400732	10405873	+	10400732	10400893	10405712	10405873	10400894	10405711	2	1	0	1
at_Gypsy_i0055	intact_LTR_RT	Gypsy	Gypsy	5	10764243	10772498	+	10764243	10765395	10771352	10772498	10765396	10771351	2	1	0	1
at_Gypsy_i0056	intact_LTR_RT	Gypsy	Gypsy	5	11042770	11057642	-	11042770	11043531	11056884	11057642	11043532	11056883	2	1	0	1
at_Gypsy_i0057	intact_LTR_RT	Gypsy	Gypsy	5	11086024	11099205	+	11086024	11086526	11098703	11099205	11086527	11098702	2	1	0	1
at_Gypsy_i0058	intact_LTR_RT	Gypsy	Gypsy	5	11159506	11166120	+	11159506	11160714	11164913	11166120	11160715	11164912	2	1	0	1
at_Gypsy_i0059	intact_LTR_RT	Gypsy	Gypsy	5	11320516	11331861	-	11320516	11322322	11330057	11331861	11322323	11330056	2	1	0	1
at_Gypsy_i0060	intact_LTR_RT	Gypsy	Gypsy	5	11503489	11512862	-	11503489	11504268	11512083	11512862	11504269	11512082	2	1	0	1
at_Gypsy_i0061	intact_LTR_RT	Gypsy	Gypsy	5	11527310	11538273	+	11527310	11527810	11537772	11538273	11527811	11537771	2	1	0	1
at_Gypsy_i0062	intact_LTR_RT	Gypsy	Gypsy	5	11686010	11697351	-	11686010	11687814	11695547	11697351	11687815	11695546	2	1	0	1
at_Gypsy_i0063	intact_LTR_RT	Gypsy	Gypsy	5	11810265	11821592	-	11810265	11812057	11819788	11821592	11812058	11819787	2	1	0	1
at_Gypsy_i0064	intact_LTR_RT	Gypsy	Gypsy	5	11903693	11915221	-	11903693	11905443	11913489	11915221	11905444	11913488	2	1	0	1
at_Gypsy_i0065	intact_LTR_RT	Gypsy	Gypsy	5	12007211	12018604	+	12007211	12008968	12016847	12018604	12008969	12016846	2	1	0	1
at_Gypsy_i0066	intact_LTR_RT	Gypsy	Gypsy	5	12029290	12043305	-	12029290	12031036	12041559	12043305	12031037	12041558	2	1	0	1
at_Copia_i0088	intact_LTR_RT	Copia	Copia	5	12113704	12120134	+	12113704	12114040	12119798	12120134	12114041	12119797	2	1	0	1
at_Gypsy_i0067	intact_LTR_RT	Gypsy	Gypsy	5	12518417	12531276	-	12518417	12519002	12530705	12531276	12519003	12530704	2	1	0	1
at_Copia_i0089	intact_LTR_RT	Copia	Copia	5	12616218	12621580	+	12616218	12616444	12621354	12621580	12616445	12621353	2	1	0	1
at_Gypsy_i0068	intact_LTR_RT	Gypsy	Gypsy	5	12639602	12650823	+	12639602	12641361	12649091	12650823	12641362	12649090	2	1	0	1
at_Gypsy_i0069	intact_LTR_RT	Gypsy	Gypsy	5	13142244	13148925	-	13142244	13143431	13147734	13148925	13143432	13147733	2	1	0	1
at_Gypsy_i0070	intact_LTR_RT	Gypsy	Gypsy	5	13261021	13272510	-	13261021	13262781	13270750	13272510	13262782	13270749	2	1	0	1
at_unknown_i0021	intact_LTR_RT	unknown	unknown	5	13536039	13543177	+	13536039	13537698	13541507	13543177	13537699	13541506	2	1	0	1
at_Copia_i0090	intact_LTR_RT	Copia	Copia	5	14822456	14825836	+	14822456	14822643	14825650	14825836	14822644	14825649	2	1	0	1
at_Copia_i0091	intact_LTR_RT	Copia	Copia	5	15175728	15180948	+	15175728	15176294	15180381	15180948	15176295	15180380	2	1	0	1
at_Copia_i0092	intact_LTR_RT	Copia	Copia	5	15646197	15651170	-	15646197	15646569	15650798	15651170	15646570	15650797	2	1	0	1
at_Copia_i0093	intact_LTR_RT	Copia	Copia	5	17090770	17095674	-	17090770	17090927	17095517	17095674	17090928	17095516	2	1	0	1
at_Copia_i0094	intact_LTR_RT	Copia	Copia	5	17596764	17605846	+	17596764	17597312	17605298	17605846	17597313	17605297	2	1	0	1
at_Copia_i0095	intact_LTR_RT	Copia	Copia	5	18142156	18146897	-	18142156	18142275	18146778	18146897	18142276	18146777	2	1	0	1
at_Copia_i0096	intact_LTR_RT	Copia	Copia	5	18233631	18238198	+	18233631	18233867	18237961	18238198	18233868	18237960	2	1	0	1
at_Copia_i0097	intact_LTR_RT	Copia	Copia	5	18490608	18495233	-	18490608	18490878	18494963	18495233	18490879	18494962	2	1	0	1
at_Copia_i0098	intact_LTR_RT	Copia	Copia	5	22002017	22006884	-	22002017	22002197	22006704	22006884	22002198	22006703	2	1	0	1
at_Copia_i0099	intact_LTR_RT	Copia	Copia	5	22613355	22618266	-	22613355	22613511	22618110	22618266	22613512	22618109	2	1	0	1
at_unknown_i0022	intact_LTR_RT	unknown	unknown	5	22911048	22916161	+	22911048	22911208	22916000	22916161	22911209	22915999	2	1	0	1
at_Copia_i0100	intact_LTR_RT	Copia	Copia	5	26258300	26260067	+	26258300	26258461	26259906	26260067	26258462	26259905	2	1	0	1
